frame,u,v
238,97.07,151.86
239,95.72,150.71
240,81.45,154.38
241,76.42,148.2
242,69.35,150.48
243,74.19,144.28
244,2.33,143.56
244,212.08,127.57
247,17.64,184.5
248,20.92,183.94
249,19.42,186.44
250,19.33,184.6
251,45.91,183.93
252,1.56,135.14
253,1.0,186.43
254,6.6,185.38
255,5.07,150.32
256,535.2,188.04
256,20.42,151.95
257,542.57,196.67
257,3.68,153.33
258,18.26,153.21
259,15.68,156.34
260,572.31,181.15
260,8.13,158.12
261,571.57,169.47
261,3.88,161.31
262,1.0,160.76
263,1.0,161.68
264,80.07,183.33
266,434.62,137.36
267,440.04,134.02
268,438.84,150.69
269,205.29,189.08
270,208.05,182.61
270,2.19,119.43
271,1.0,152.38
272,157.23,171.91
273,157.6,169.82
274,160.99,172.07
276,121.78,195.11
277,121.06,193.3
278,105.99,173.05
278,285.95,164.43
279,107.32,186.61
280,71.0,188.87
280,578.22,205.71
282,141.08,178.16
282,63.96,173.3
