frame,u,v
344,252.1,178.79
345,388.77,194.63
345,320.86,192.18
345,253.05,178.17
346,393.55,196.1
346,318.94,192.07
346,259.56,180.51
347,397.82,196.61
347,336.14,191.47
347,262.47,176.65
348,405.03,197.93
348,339.81,192.2
348,262.47,176.07
349,409.44,197.39
349,343.13,193.24
349,272.25,175.06
350,412.21,197.79
350,344.57,195.32
350,274.61,173.56
351,414.09,197.29
351,345.34,196.21
351,276.92,173.84
352,278.11,173.22
353,353.43,194.29
353,292.17,185.52
354,356.03,191.32
354,295.84,185.42
355,357.14,190.53
355,298.23,186.26
356,357.07,193.05
356,299.01,187.18
357,299.57,190.51
358,299.78,190.74
359,297.79,191.67
360,292.71,194.42
361,287.23,192.43
362,277.42,192.82
363,274.6,194.54
364,251.77,185.41
365,249.13,181.53
366,248.51,180.93
367,247.89,179.73
368,248.94,181.69
369,250.46,182.59
370,252.06,181.55
371,255.88,182.77
372,261.06,183.66
373,266.78,186.42
374,273.43,186.32
