frame,u,v
966,320.53,169.43
967,335.52,170.23
967,1.0,61.34
968,332.5,170.55
968,1.0,58.91
969,322.95,169.89
969,1.0,45.89
970,320.52,168.09
970,1.0,41.89
971,319.28,166.86
972,313.18,166.14
972,25.69,98.59
973,309.98,166.25
973,6.52,84.98
974,306.72,166.49
974,1.0,83.91
975,301.32,165.87
975,1.0,75.26
976,295.15,166.46
976,1.0,71.1
977,289.81,165.08
977,1.0,24.58
978,332.77,170.67
979,332.57,172.98
980,331.95,171.82
981,332.16,170.95
982,332.14,170.89
983,323.78,170.71
984,321.78,168.39
985,248.75,160.28
985,321.36,166.76
986,321.42,166.56
987,309.21,166.35
988,309.12,166.14
989,308.79,167.17
990,235.79,160.19
990,307.98,166.98
991,310.68,167.52
992,296.99,162.97
993,276.76,159.49
994,274.42,160.32
995,270.32,159.36
996,306.35,159.29
997,302.02,159.99
998,255.7,158.1
999,249.25,155.93
1000,246.43,155.22
