frame,u,v
373,142.0,139.85
374,373.5,94.44
374,295.81,138.39
374,212.46,160.54
374,144.65,142.08
375,294.96,139.66
375,212.4,160.39
375,143.62,142.93
376,294.79,140.17
376,142.77,143.08
377,294.88,140.51
377,142.19,143.27
378,293.98,140.49
378,141.48,143.49
379,140.72,143.71
380,140.13,144.42
381,139.81,144.79
382,140.05,145.44
383,139.61,146.34
384,139.37,147.08
385,139.83,147.83
386,382.94,142.24
386,139.0,148.22
387,381.86,126.18
387,138.09,147.84
388,381.59,121.32
388,138.09,148.07
389,381.28,119.32
389,137.77,148.3
390,381.34,118.28
390,137.1,148.25
391,381.34,118.12
391,136.96,148.23
392,381.13,118.36
392,136.68,149.05
393,381.26,117.13
393,136.27,149.25
394,381.34,117.46
394,134.34,148.57
395,381.4,118.41
395,133.52,148.11
396,381.03,119.97
396,133.15,148.29
397,380.71,120.68
397,133.15,149.03
398,380.33,121.13
398,292.22,141.12
398,133.31,149.61
399,382.18,121.99
