frame,u,v
418,169.57,155.14
419,414.72,122.18
419,321.55,142.12
419,170.86,154.44
420,415.16,121.36
420,321.73,141.59
420,171.16,153.81
421,414.72,120.97
421,321.49,141.43
421,171.11,153.5
422,414.82,120.26
422,321.38,141.13
422,171.4,153.13
423,415.51,119.92
423,321.72,140.3
423,172.22,152.93
424,416.03,119.59
424,322.13,140.19
424,173.24,152.84
425,416.31,119.36
425,322.24,140.48
425,173.41,153.16
426,416.3,120.17
426,173.28,153.47
427,416.23,120.77
427,322.25,140.98
427,173.07,153.86
428,415.98,121.06
428,322.28,140.74
428,175.69,154.33
429,415.96,121.33
429,322.75,140.63
429,176.87,155.18
430,415.81,120.6
430,322.83,140.71
430,177.05,152.45
431,415.68,120.7
431,323.05,140.71
431,178.12,151.43
432,415.91,121.23
432,323.32,140.56
432,179.39,150.66
433,416.17,121.73
433,323.71,140.67
433,180.49,150.22
434,416.39,121.37
434,323.69,140.56
434,180.89,149.9
434,245.72,152.99
