frame,u,v
318,349.09,144.13
318,270.38,140.1
318,0.23,133.58
319,0.05,134.02
319,348.86,143.29
319,269.37,140.35
320,1.0,135.01
320,348.87,142.06
320,270.81,140.19
320,136.41,159.61
321,11.33,135.38
321,270.06,138.64
322,1.98,135.81
323,1.15,136.79
323,262.72,138.92
324,1.06,138.87
324,260.49,137.69
325,254.94,135.42
325,1.31,138.4
326,125.25,157.9
326,248.94,134.48
326,1.34,136.92
327,85.74,136.84
327,245.41,133.85
328,1.0,137.93
328,244.65,132.49
329,0.73,140.11
330,240.17,129.95
330,1.0,140.15
331,1.0,140.21
332,1.0,140.28
333,1.0,139.53
333,224.69,129.3
334,86.11,138.14
334,350.15,168.73
335,85.14,138.0
335,349.85,169.19
336,82.03,139.58
336,349.25,168.77
337,79.82,140.31
337,349.28,168.14
338,77.05,138.9
338,348.93,168.29
339,346.4,168.27
339,70.24,140.27
340,60.58,139.65
342,149.61,120.74
343,51.79,116.42
344,336.64,169.57
