frame,u,v
728,261.55,195.98
728,112.74,170.11
729,273.61,195.82
729,116.02,170.24
730,296.7,195.07
731,359.71,195.2
731,286.31,197.77
732,285.88,198.55
732,108.65,174.4
732,359.57,195.4
733,285.4,198.25
733,102.72,175.42
733,359.39,196.44
734,285.6,198.6
734,96.04,175.82
734,360.41,197.06
735,92.26,174.96
735,361.35,198.66
735,285.62,199.03
736,285.69,198.87
736,361.83,199.12
737,285.61,199.49
737,361.77,199.66
737,0.39,146.08
738,285.62,195.61
738,365.41,200.22
738,1.0,143.46
739,371.43,200.03
739,1.0,140.78
739,295.26,195.38
740,307.05,197.95
740,5.34,140.6
741,395.14,200.14
741,323.67,197.97
742,344.63,201.34
743,345.75,201.54
744,345.3,200.67
745,370.77,200.32
747,360.35,203.82
748,361.48,202.85
749,365.62,201.49
749,451.79,196.87
750,372.43,200.57
750,458.71,196.66
751,375.0,200.89
752,374.02,203.28
752,2.96,135.51
752,465.62,197.48
753,1.0,131.34
