frame,u,v
665,397.27,171.94
665,343.13,159.16
666,398.12,171.67
666,282.3,152.27
666,343.69,159.86
667,398.37,171.49
667,283.6,151.03
668,284.77,147.05
668,407.43,171.17
669,285.47,149.73
669,350.7,158.87
669,408.94,171.62
670,291.45,150.68
670,352.96,159.31
670,409.75,171.88
671,293.56,150.04
671,355.37,160.33
671,410.14,170.9
672,295.18,150.22
672,356.72,161.24
672,420.98,170.66
673,297.21,150.78
673,362.77,159.99
673,427.07,172.23
674,366.2,160.14
674,430.46,171.71
675,368.95,161.27
675,433.57,171.68
676,307.13,151.23
676,369.16,161.94
676,435.62,171.12
677,309.64,150.41
677,370.02,161.68
677,435.45,170.65
678,370.12,161.42
678,435.09,170.55
679,305.91,150.48
679,369.54,160.85
679,434.21,170.71
680,306.78,149.3
680,370.05,160.99
680,434.81,170.59
681,307.66,148.41
681,376.28,159.82
681,438.75,171.19
682,307.46,148.25
682,379.28,159.51
682,435.03,171.25
683,370.19,160.36
