frame,u,v
447,250.27,146.5
448,417.23,119.08
448,327.17,139.4
448,159.05,144.66
448,250.31,146.39
449,417.48,119.12
449,327.61,139.57
449,159.35,143.32
449,250.24,146.64
450,417.56,118.82
450,327.94,139.97
450,159.88,142.88
450,250.08,146.29
451,417.73,118.39
451,327.91,140.11
451,160.13,142.7
451,250.12,145.49
452,417.7,118.09
452,327.72,140.57
452,160.35,142.23
452,250.01,143.98
453,417.74,118.49
453,327.34,141.2
453,160.4,142.26
453,250.29,144.2
454,417.48,118.66
454,160.52,141.25
454,250.51,143.4
455,418.04,119.24
455,160.78,140.67
455,251.05,142.55
456,417.68,120.57
456,160.98,140.73
456,255.32,143.01
457,417.42,120.62
457,161.59,142.76
457,257.97,143.32
458,417.45,121.47
458,161.18,144.39
458,258.66,143.06
459,163.22,144.32
459,258.74,141.91
460,164.13,143.84
460,259.16,141.99
461,162.07,141.66
461,259.01,142.35
462,325.02,142.23
462,161.66,139.92
462,258.09,141.95
