frame,u,v
869,296.04,161.65
870,281.47,160.28
871,282.23,160.35
872,285.01,160.06
873,285.07,159.75
874,352.05,168.27
874,293.79,165.35
875,292.21,166.88
876,288.42,167.29
877,284.74,166.94
878,281.61,166.07
879,278.31,162.8
880,275.36,161.36
881,277.06,160.65
882,277.86,160.28
883,276.5,159.59
884,276.04,158.84
885,237.94,158.65
886,237.54,158.02
887,238.01,158.41
888,236.39,160.81
889,235.77,162.77
890,234.14,160.49
891,232.64,156.96
892,228.66,157.61
893,230.07,157.88
894,227.92,156.87
895,226.58,156.64
896,225.5,155.82
897,225.12,155.31
898,224.96,155.36
899,324.24,165.4
899,224.36,155.74
900,324.3,165.44
900,224.31,156.02
901,223.21,158.07
902,320.58,169.07
902,223.06,158.87
903,319.68,170.5
903,223.16,159.82
904,314.83,170.69
904,222.37,159.42
905,313.76,169.41
905,221.4,158.23
906,313.2,168.32
906,220.76,157.34
907,312.35,168.56
907,222.96,157.4
908,310.44,168.85
