frame,u,v
879,274.64,176.56
880,322.23,183.77
881,252.15,174.32
882,252.82,176.71
883,252.12,171.08
884,234.91,170.21
885,269.39,177.88
886,264.45,177.19
886,191.63,161.18
887,259.58,176.6
887,187.13,160.18
888,256.54,176.22
889,260.38,174.77
889,185.3,158.53
890,257.94,172.55
890,185.8,152.63
891,313.19,180.07
892,304.95,181.0
892,175.11,157.25
893,304.22,178.43
894,302.82,178.15
895,301.19,178.02
896,285.97,179.18
896,4.32,120.23
897,285.16,178.87
897,1.0,121.08
898,217.79,158.54
898,1.0,100.16
899,250.66,173.57
900,232.0,162.07
905,190.38,201.82
908,129.67,205.38
908,9.54,99.87
916,1.0,85.12
918,1.0,60.06
919,1.57,56.77
920,11.53,58.25
928,125.53,114.92
973,292.18,164.8
978,300.73,167.64
987,347.02,181.56
988,349.09,184.5
989,349.67,184.35
990,349.24,182.84
991,348.11,182.23
992,347.96,181.46
993,344.87,181.05
994,343.19,180.65
995,342.08,184.29
