frame,u,v
697,236.56,195.34
697,137.68,171.74
698,236.69,194.72
698,136.73,172.56
699,257.79,194.1
700,282.63,195.82
701,251.2,196.74
702,249.32,195.9
703,237.68,195.31
704,237.54,195.46
705,237.46,196.86
706,237.04,197.02
707,236.0,198.17
708,236.63,199.2
709,236.72,199.98
710,237.25,197.16
711,237.61,197.0
712,237.87,196.09
713,237.96,195.58
714,247.55,195.57
715,247.15,195.28
715,532.59,179.64
716,246.63,195.38
716,534.32,176.46
717,260.76,195.1
717,558.61,183.61
718,260.94,198.22
718,161.51,175.32
718,575.21,192.81
719,164.27,178.13
719,271.9,199.34
719,578.38,193.28
720,160.83,177.83
720,271.75,198.88
721,271.15,198.63
721,150.11,175.35
722,261.42,197.97
722,141.34,175.77
723,260.3,197.02
723,126.5,173.92
724,118.38,174.22
724,259.8,196.65
725,111.09,171.77
725,259.28,196.32
726,109.07,170.24
726,259.76,196.02
726,577.39,187.62
727,108.82,169.75
727,261.39,196.29
