frame,u,v
837,323.99,183.7
838,323.92,184.04
839,323.17,183.54
840,321.82,183.61
841,317.51,182.66
842,312.88,181.5
843,310.07,180.7
844,309.02,178.27
845,317.41,177.11
846,320.11,176.64
847,293.47,180.43
848,327.39,184.12
849,322.06,182.07
850,320.31,181.54
851,319.58,181.67
852,319.12,182.47
853,316.55,183.39
854,314.38,183.6
855,313.24,184.41
856,347.39,186.71
857,348.1,186.64
858,308.09,178.62
859,334.25,188.48
860,261.78,165.63
861,358.83,184.91
862,345.98,186.15
862,282.9,164.77
863,334.91,188.6
864,334.9,188.75
865,324.66,187.41
866,293.52,181.85
867,293.49,182.06
868,294.51,184.32
869,297.22,186.97
870,284.03,184.14
870,82.51,127.4
871,284.04,182.59
872,282.91,183.36
872,4.76,78.0
873,282.14,183.89
873,1.0,70.7
874,281.06,185.07
874,1.0,98.77
875,281.19,186.16
875,1.0,110.73
876,280.94,185.34
876,1.0,108.41
877,331.73,190.33
877,277.51,181.79
