frame,u,v
683,434.95,170.96
684,368.81,160.76
684,305.16,148.99
684,434.27,172.47
685,366.38,160.62
685,304.66,149.78
685,431.79,172.97
686,366.14,159.6
686,430.36,173.59
687,366.26,159.22
687,294.32,147.81
687,424.09,173.14
688,366.18,159.05
688,294.47,147.71
688,425.8,173.16
689,366.38,159.45
689,432.03,173.55
690,367.53,159.94
690,304.43,148.68
690,433.88,173.08
691,368.93,159.57
691,303.17,147.93
691,435.41,172.8
692,369.5,159.29
692,304.86,146.83
692,435.86,172.27
693,369.47,158.9
693,305.24,146.7
693,435.98,173.28
694,369.92,159.89
694,305.78,146.48
694,436.48,173.11
695,369.94,158.56
695,306.23,146.81
695,437.25,173.14
696,370.11,161.37
696,305.96,148.18
696,436.77,173.15
697,370.33,162.51
697,436.63,173.12
698,370.04,160.99
698,436.27,173.09
699,369.91,160.78
699,436.08,172.75
700,369.76,160.63
700,435.59,172.5
701,369.37,160.62
701,300.14,149.38
701,434.63,173.44
