frame,u,v
275,358.75,166.84
275,246.93,159.64
276,468.71,151.38
276,358.89,166.47
276,242.39,160.02
277,467.25,152.68
277,359.67,169.65
277,239.94,160.95
278,467.66,152.25
278,360.69,170.77
278,239.83,161.25
279,469.63,153.05
279,361.44,171.06
279,241.85,160.53
280,241.54,160.7
281,476.83,152.96
281,243.54,160.41
282,479.11,152.09
282,244.25,160.64
283,479.39,152.19
283,373.26,167.05
283,243.43,160.86
284,477.3,153.73
284,373.65,168.25
284,239.72,159.76
285,476.04,153.2
285,237.67,160.35
286,472.21,151.09
286,372.49,168.77
286,232.52,161.29
287,474.07,151.05
287,372.62,168.82
287,230.68,161.18
288,230.42,160.64
289,229.88,160.19
290,475.21,150.41
290,226.62,160.34
291,473.52,151.67
291,373.21,166.5
291,223.13,161.01
292,470.72,151.98
292,373.14,165.97
292,219.18,161.25
293,466.12,152.91
293,372.79,166.0
293,214.03,160.14
294,430.54,152.03
294,371.73,167.8
294,206.75,157.69
