frame,u,v
571,222.43,199.08
572,220.19,195.76
573,182.69,183.95
574,187.37,183.51
575,193.33,182.81
576,195.53,181.89
577,196.73,181.93
578,195.91,181.91
579,194.83,180.86
580,195.3,182.4
581,194.47,182.14
582,193.94,180.97
583,194.23,180.29
584,192.46,179.18
585,189.96,178.64
586,184.77,178.57
587,177.64,179.03
588,171.48,178.35
589,168.76,177.58
590,171.44,177.38
591,172.73,176.58
592,173.1,176.06
592,542.95,199.65
593,271.76,192.34
593,172.94,175.54
594,272.17,184.81
594,172.66,174.44
595,272.24,182.59
595,170.39,173.04
596,273.96,181.35
596,169.31,172.42
597,274.23,186.85
597,152.48,163.86
598,268.24,186.21
598,161.44,161.98
599,270.62,185.55
600,271.98,184.59
600,204.54,167.26
601,272.76,184.16
601,202.91,165.64
602,283.42,182.75
602,199.12,164.1
603,272.67,183.31
603,192.57,163.7
604,271.68,182.02
605,272.1,185.44
605,139.37,156.63
606,260.84,194.84
606,136.89,160.63
