frame,u,v
854,157.52,143.96
855,139.54,144.77
856,138.88,145.6
857,138.74,146.7
858,130.53,147.59
859,128.82,149.32
860,128.54,149.08
861,126.96,148.61
862,132.4,151.73
863,131.77,152.29
864,157.47,154.03
865,155.9,154.64
866,161.12,156.36
867,163.15,157.59
868,158.7,158.56
869,157.63,159.45
870,158.5,159.97
871,156.25,160.34
872,155.15,160.17
873,154.56,160.03
874,155.33,159.63
875,157.59,160.39
876,160.57,160.03
877,162.43,159.17
878,165.96,163.05
879,166.78,163.71
880,195.44,167.83
881,196.8,168.25
882,197.42,168.03
883,176.04,165.15
884,177.03,165.4
885,170.03,167.55
886,165.68,167.83
887,159.34,167.59
888,156.24,167.63
889,154.43,166.88
890,154.06,164.61
891,153.46,163.18
892,152.8,162.58
893,151.47,158.49
894,151.18,156.99
895,160.84,160.28
896,163.92,160.77
897,165.76,161.75
898,168.27,157.73
899,170.35,158.01
900,171.38,157.63
901,207.9,164.14
902,176.64,165.0
