frame,u,v
954,424.74,196.72
955,335.78,202.19
955,432.95,196.28
956,347.65,204.01
957,347.41,204.03
958,346.83,203.94
959,345.69,203.99
960,323.52,204.5
961,323.32,204.63
962,324.07,204.36
963,324.19,204.49
964,323.53,203.77
965,323.42,203.26
966,312.95,203.55
967,311.33,204.16
968,310.36,204.13
969,310.01,203.34
970,309.89,203.35
971,309.68,203.83
972,310.5,204.44
973,310.42,204.46
974,334.2,206.37
975,334.44,210.12
976,334.67,210.73
977,334.89,210.62
978,323.06,205.4
979,323.02,205.42
980,323.1,204.63
981,323.2,203.02
982,323.15,203.09
983,333.59,203.1
984,335.84,203.76
985,335.97,203.57
988,349.01,203.77
989,349.33,203.68
989,482.3,206.52
990,349.48,202.88
990,483.46,206.59
991,349.13,202.24
991,483.47,207.0
992,348.25,203.29
993,348.06,203.91
994,348.03,203.74
994,482.52,207.61
995,348.91,203.21
995,482.48,207.11
996,349.19,203.93
996,482.3,207.17
997,349.26,203.82
