frame,u,v
496,459.14,144.16
496,345.7,159.66
497,464.24,144.77
497,346.72,162.63
498,467.89,145.21
498,347.8,160.59
499,468.76,143.87
499,348.85,160.16
500,469.25,143.13
500,354.03,161.23
501,471.21,142.11
501,355.73,161.19
502,472.57,141.49
502,356.26,161.99
503,474.04,142.37
503,356.2,161.82
504,474.45,138.73
504,356.18,161.54
505,489.02,136.04
505,360.27,162.12
506,490.76,137.25
506,365.34,161.72
507,491.67,138.17
507,367.11,161.4
508,491.57,138.77
508,367.88,161.47
509,490.99,138.86
509,367.98,161.34
510,489.88,137.62
510,367.64,160.86
511,489.03,137.4
511,362.66,161.48
512,524.72,138.36
512,362.05,163.17
512,293.1,158.9
513,525.96,138.13
513,362.92,164.71
514,525.36,136.85
514,360.17,163.63
515,360.57,160.05
516,360.72,160.46
517,369.77,161.17
518,369.73,161.18
519,370.63,162.81
520,371.89,162.39
521,373.39,162.85
522,374.07,162.1
523,374.04,161.69
524,374.06,161.47
