frame,u,v
585,372.28,171.09
586,372.39,171.16
587,372.49,171.41
588,372.9,171.62
589,373.05,171.6
590,383.31,172.27
591,384.04,172.23
592,384.67,171.84
593,385.43,171.91
594,385.62,171.66
595,385.28,172.22
596,385.52,172.86
597,385.69,173.7
597,57.22,121.3
598,393.2,174.69
598,53.45,122.13
599,393.54,175.01
599,43.63,117.32
600,393.38,174.58
600,37.9,115.56
601,393.71,174.59
601,28.82,112.46
602,394.32,174.57
602,24.94,112.99
603,384.91,172.69
603,8.54,109.18
604,384.85,171.52
604,1.0,103.77
605,384.3,171.53
605,1.0,96.77
606,383.55,171.85
606,1.0,94.63
607,383.11,170.7
607,1.0,93.35
608,382.63,170.95
609,298.33,150.76
609,382.89,170.76
610,383.71,170.02
611,384.05,169.63
612,383.98,169.06
613,384.01,169.06
613,279.91,150.34
614,384.44,169.19
614,279.84,152.92
615,383.54,170.51
615,279.92,152.07
616,382.46,171.39
616,303.67,153.46
617,382.28,174.0
