frame,u,v
776,346.02,203.72
776,468.98,208.73
777,345.87,204.48
777,458.22,208.31
778,346.85,205.21
778,457.93,208.84
779,351.48,205.73
779,458.91,208.04
780,351.84,198.17
780,459.62,207.71
781,358.11,198.41
781,469.69,207.31
782,358.58,197.72
782,481.5,207.32
783,357.84,197.44
783,481.94,207.04
783,413.49,209.95
784,355.69,196.99
784,472.12,206.55
784,410.31,210.3
785,352.31,197.67
785,410.89,209.14
785,470.18,206.83
786,346.96,197.69
786,470.28,206.75
787,342.96,197.37
788,340.19,197.3
788,458.7,203.4
788,395.74,205.53
789,338.3,197.36
789,458.97,204.94
790,333.77,197.61
790,457.51,205.6
790,395.22,205.79
791,332.42,197.56
791,457.52,205.56
792,317.0,197.41
792,467.61,208.63
792,382.32,205.98
793,371.59,204.51
793,309.83,196.62
794,293.36,194.09
794,434.16,204.14
795,284.54,194.35
795,457.1,207.67
796,346.0,202.59
796,295.57,195.83
797,345.58,202.19
797,433.03,205.27
