frame,u,v
679,457.74,162.31
680,453.98,160.56
681,442.17,160.82
682,432.34,160.6
683,426.58,160.66
684,421.0,159.36
685,415.93,158.82
686,410.62,158.41
687,404.92,156.99
688,402.08,154.69
689,398.38,153.52
690,395.72,155.98
691,391.12,156.97
692,384.29,159.09
693,371.62,159.17
694,362.52,158.52
695,357.49,158.78
696,351.45,157.87
697,343.12,161.06
698,340.5,162.43
699,344.36,160.79
700,348.36,159.55
701,350.61,159.11
702,351.74,157.93
703,352.14,156.91
704,353.1,158.07
705,354.17,159.85
706,354.69,160.67
707,354.55,160.8
708,354.1,159.84
709,353.5,162.8
710,353.26,163.07
711,352.3,164.83
712,361.59,167.15
714,355.11,166.58
715,353.86,166.66
716,352.32,165.07
717,351.91,167.47
718,336.44,168.5
719,336.89,169.39
720,337.09,166.53
721,348.26,166.08
722,348.42,164.81
723,348.51,165.57
724,348.73,165.49
725,348.75,163.92
726,348.15,162.22
727,348.06,161.87
728,349.33,161.43
