frame,u,v
329,399.88,199.5
329,28.74,151.48
329,342.15,191.72
329,291.37,184.6
330,404.27,200.35
330,24.96,147.92
330,346.04,192.53
330,292.67,181.74
331,348.7,193.56
331,21.12,146.5
331,272.41,184.8
332,349.85,194.79
332,16.8,147.23
332,275.32,187.18
333,344.14,195.26
333,8.77,148.26
333,277.03,183.98
334,416.54,200.54
334,2.53,146.99
334,344.11,192.06
334,279.22,188.51
335,417.29,200.9
335,1.0,146.1
335,343.35,191.95
335,278.86,181.08
336,416.93,201.32
336,1.0,146.57
336,343.07,192.87
336,278.69,177.75
337,416.98,200.74
337,1.0,143.6
337,343.1,192.59
337,279.89,186.82
338,412.65,201.85
338,336.31,195.77
338,274.75,180.17
339,403.79,199.39
339,331.89,195.17
339,268.3,178.0
340,399.04,198.79
340,329.5,191.53
340,263.58,176.96
341,393.59,197.12
341,322.82,190.61
341,258.27,177.84
342,319.93,190.17
342,255.13,180.75
343,325.84,190.91
343,253.24,180.48
