frame,u,v
759,246.89,185.37
760,129.1,167.62
760,246.22,185.05
761,129.54,166.94
761,246.94,185.24
762,130.21,167.47
762,247.04,184.58
763,129.71,166.44
763,247.12,184.46
764,128.11,165.62
765,128.53,164.22
766,127.76,160.45
767,128.17,158.82
768,129.5,158.22
769,130.44,157.64
770,134.3,157.19
771,138.67,156.42
771,248.54,175.85
772,142.46,156.71
773,148.6,161.27
774,155.2,164.5
775,157.5,161.94
776,176.55,157.57
777,177.43,153.85
778,173.73,149.47
779,170.5,146.88
780,169.73,145.04
781,169.87,144.21
782,169.67,144.14
783,169.54,144.17
784,169.65,144.57
785,169.73,145.09
786,170.31,149.86
787,169.77,151.96
788,173.17,154.16
789,171.23,153.7
790,167.62,153.0
791,166.89,152.66
792,166.28,152.7
793,163.64,148.19
794,162.21,147.0
795,162.76,144.46
796,162.47,142.88
797,162.61,142.74
798,163.17,142.52
799,163.84,142.66
800,163.6,142.78
801,161.95,143.46
802,161.48,144.71
