frame,u,v
537,288.22,158.07
538,287.98,157.51
539,288.06,157.07
540,287.99,157.03
541,288.12,157.9
542,288.32,157.83
543,288.03,158.1
548,297.8,162.84
551,280.7,171.05
552,279.82,171.76
553,279.23,172.03
554,279.07,171.3
555,278.85,170.59
556,279.77,169.92
557,280.28,169.38
558,282.94,168.66
559,281.38,169.24
560,280.84,167.73
562,280.75,165.78
563,280.9,165.68
564,284.83,165.21
565,287.22,164.77
566,287.65,162.87
567,288.21,160.97
568,296.35,160.64
569,299.99,160.41
570,300.75,160.55
571,301.05,159.92
572,306.89,158.7
573,308.89,158.11
574,291.83,157.98
575,288.87,158.22
576,308.06,157.86
583,318.57,152.71
594,329.59,141.88
603,445.5,127.28
633,493.74,169.87
634,479.97,172.36
635,481.03,172.59
636,481.22,173.15
637,481.93,173.12
639,290.72,166.63
640,290.54,167.33
641,289.92,168.36
642,290.01,172.0
643,289.92,172.72
658,476.57,162.67
663,390.08,163.66
666,360.66,158.05
