frame,u,v
636,290.0,195.52
636,179.77,166.54
637,288.76,198.81
637,174.18,165.46
638,285.02,196.24
638,172.04,164.96
639,282.81,194.86
640,282.43,198.77
640,166.03,173.54
641,282.22,198.31
641,1.0,138.89
641,161.74,172.05
642,280.85,198.91
642,1.0,137.13
643,277.48,198.11
643,1.0,136.11
644,274.66,195.84
645,273.6,195.12
646,270.26,196.83
647,268.39,196.42
648,267.95,195.95
648,16.17,153.55
649,267.71,195.25
649,11.09,152.03
650,266.6,194.82
650,1.0,146.96
651,265.56,194.85
651,1.0,144.81
652,264.78,194.91
653,263.84,194.97
653,1.0,132.56
654,258.64,194.58
654,1.0,124.97
655,257.24,194.55
656,256.71,193.23
656,579.4,204.97
657,255.4,190.89
657,584.21,195.5
658,270.88,194.21
658,585.42,191.32
659,315.67,192.69
659,256.36,192.02
660,320.38,196.21
660,254.77,191.47
661,319.02,195.82
661,251.03,191.23
662,317.39,192.96
662,246.98,189.74
663,244.58,188.32
