frame,u,v
618,382.09,174.43
618,301.87,155.56
619,381.56,174.76
619,301.82,156.72
620,300.42,158.02
620,382.91,175.34
621,295.76,156.47
621,369.59,174.7
622,291.72,155.85
622,369.61,171.65
623,288.87,155.66
623,371.13,168.87
624,283.52,153.47
624,358.07,170.63
625,281.74,149.58
625,358.04,170.48
626,245.85,148.53
626,357.82,170.67
627,245.39,147.29
627,357.92,170.9
628,244.06,151.18
628,358.09,171.22
629,243.04,149.06
629,358.21,171.08
630,242.31,148.63
630,359.46,170.92
631,270.38,147.8
631,345.8,168.54
632,229.95,148.51
632,345.23,167.84
633,229.81,148.6
633,345.59,167.38
634,231.59,148.82
634,345.95,167.7
635,233.95,147.2
635,347.39,167.85
636,234.51,148.75
636,347.46,167.41
637,246.21,147.58
637,359.42,168.51
638,248.88,151.46
638,359.5,168.08
639,249.26,148.66
639,369.66,170.52
640,256.95,151.92
640,370.49,170.88
641,258.1,148.91
641,371.57,172.11
642,258.89,147.72
