frame,u,v
180,386.87,172.72
181,101.33,157.16
181,383.01,170.38
182,98.78,152.5
182,382.99,169.23
183,89.23,151.85
183,374.71,169.03
184,88.84,151.83
184,374.71,169.55
185,87.13,150.64
185,373.84,167.79
186,72.51,147.57
186,369.46,167.31
187,65.95,148.06
187,361.78,167.21
188,61.05,147.6
188,360.74,166.47
189,54.85,146.36
189,359.16,166.78
190,51.46,145.33
190,358.06,166.31
191,49.29,144.3
191,357.81,165.82
192,45.4,143.14
192,359.06,165.99
193,72.56,147.17
193,360.92,166.73
194,64.77,146.34
194,362.57,167.06
195,64.77,146.61
195,362.72,167.24
196,62.84,147.31
196,362.07,166.98
197,61.85,147.22
197,362.52,167.19
198,60.44,147.13
198,360.01,167.17
199,38.25,143.68
199,360.67,167.22
200,37.43,143.69
200,348.33,166.46
201,37.26,144.27
201,345.4,165.61
202,34.91,142.9
202,344.48,165.37
203,24.15,142.99
203,343.4,165.13
204,24.64,141.1
204,335.33,165.13
