frame,u,v
771,325.12,183.52
771,382.51,184.37
772,321.91,184.15
773,322.42,185.0
774,301.83,178.51
775,300.19,178.83
776,293.38,179.28
777,289.49,179.98
778,285.08,179.84
779,279.73,179.04
779,334.34,188.83
780,275.95,179.69
780,334.82,189.99
781,271.98,179.82
782,265.23,176.18
783,262.69,175.63
784,269.57,174.71
785,263.96,172.86
786,257.91,173.91
787,252.93,172.83
788,249.42,170.45
788,309.7,181.24
789,249.21,169.04
789,315.62,181.02
790,250.2,167.13
790,317.71,182.6
791,206.5,162.2
791,280.21,176.51
792,202.12,160.9
792,279.43,178.45
793,199.34,159.56
793,279.56,177.84
794,199.96,159.27
794,281.81,177.71
795,200.71,159.57
795,283.24,177.21
796,197.45,157.34
796,282.3,178.17
797,195.94,156.14
797,280.55,177.97
798,188.52,154.51
798,276.5,177.23
799,185.03,152.46
799,274.69,177.28
799,323.55,185.77
800,182.24,150.96
800,271.98,174.93
800,323.71,185.73
801,176.37,151.58
