frame,track,u,v
0,0,None,None
1,0,None,None
2,0,None,None
3,0,None,None
4,0,None,None
5,0,None,None
6,0,None,None
7,0,None,None
8,0,None,None
9,0,None,None
10,0,None,None
11,0,None,None
12,0,None,None
13,0,None,None
14,0,None,None
15,0,None,None
16,0,None,None
17,0,None,None
18,0,None,None
19,0,None,None
20,0,None,None
21,0,None,None
22,0,None,None
23,0,None,None
24,0,None,None
25,0,None,None
26,0,None,None
27,0,None,None
28,0,None,None
29,0,161.08,144.02
30,0,160.68,143.73
31,0,160.61,144.17
32,0,160.53,144.29
33,0,158.54,144.27
34,0,158.32,144.13
35,0,163.83,145.17
36,0,166.05,145.45
37,0,166.17,145.75
38,0,164.88,145.77
39,0,163.83,145.82
40,0,163.57,146.27
41,0,163.37,146.87
42,0,163.11,146.67
43,0,163.75,146.97
44,0,163.58,147.06
45,0,159.28,146.18
46,0,157.47,145.17
47,0,156.76,144.49
48,0,157.16,144.24
