frame,u,v
5,280.62,181.97
6,281.52,181.86
7,280.56,182.11
8,279.6,181.24
9,280.96,181.88
10,284.56,183.49
11,282.86,183.83
12,281.98,183.73
13,281.95,184.18
14,281.48,185.61
15,282.98,186.51
16,282.89,186.98
17,270.89,185.48
18,269.97,184.8
19,268.72,182.72
20,264.62,180.88
21,263.23,178.64
22,288.92,186.87
23,289.65,188.53
25,250.46,183.31
26,250.92,182.92
27,250.72,182.99
28,249.96,184.19
29,249.75,184.69
30,250.28,185.44
31,250.64,184.33
32,250.63,184.56
33,247.77,184.62
34,344.88,187.36
34,245.02,188.5
37,213.24,179.77
38,212.35,178.7
39,236.9,183.68
42,269.9,184.82
43,270.53,185.22
44,274.0,185.08
45,274.7,175.66
47,282.18,173.67
48,281.77,174.06
49,274.94,175.98
50,273.07,174.32
51,272.28,173.3
52,264.29,170.47
52,320.67,183.03
54,297.02,179.95
54,245.18,164.66
55,238.42,168.21
56,240.48,172.6
57,240.69,172.97
58,238.16,172.65
58,366.13,188.7
59,268.56,177.09
59,360.36,188.34
60,261.99,175.37
61,259.32,174.28
61,353.22,188.66
62,255.32,173.33
62,349.08,186.55
63,251.82,172.98
63,347.12,186.58
64,250.43,173.31
64,346.3,185.49
65,199.58,163.89
65,346.5,185.78
66,195.74,163.03
66,344.37,187.92
67,262.75,173.25
68,262.34,174.14
69,284.7,174.72
70,285.16,174.71
70,381.18,187.42
71,286.0,175.11
71,382.71,187.22
72,287.16,174.06
72,383.49,188.29
73,287.08,174.48
73,383.9,189.46
74,286.58,173.92
74,382.21,188.78
75,286.37,175.37
75,381.42,188.47
76,282.67,176.2
76,380.5,188.01
77,277.78,176.12
77,374.03,188.62
78,271.12,175.19
78,372.65,188.77
79,265.26,174.1
79,369.57,187.16
80,262.26,172.36
80,367.8,187.14
81,256.93,172.35
81,356.44,186.58
82,251.59,172.69
83,248.43,173.76
83,353.86,186.84
84,246.25,174.6
84,351.84,187.5
85,245.83,174.71
85,351.22,186.95
86,250.3,175.15
86,350.02,186.76
87,256.86,174.99
87,366.17,191.03
88,261.03,178.0
88,372.01,192.2
89,261.5,178.46
89,370.78,192.46
90,261.85,178.31
90,370.63,192.64
91,257.37,177.84
91,370.72,191.4
92,254.19,177.1
92,360.76,189.59
93,251.95,176.34
93,359.67,188.88
94,245.16,176.09
94,356.53,188.74
95,238.93,175.57
95,346.1,189.31
96,230.51,173.94
96,343.39,189.02
97,226.71,173.76
97,342.65,187.84
98,226.18,172.6
98,342.74,188.17
99,226.89,171.91
99,344.67,186.9
100,225.93,171.5
100,344.31,188.14
101,213.88,169.95
101,342.77,187.76
102,219.32,165.67
102,342.06,187.63
103,221.3,166.76
103,368.98,189.23
104,204.83,163.55
104,354.68,188.26
105,354.17,188.17
109,215.0,125.01
110,238.62,119.93
111,214.24,140.88
111,329.0,183.16
112,213.22,140.71
112,372.45,184.92
112,324.51,182.18
113,129.25,146.99
116,285.48,189.16
117,331.97,187.0
118,330.38,186.79
121,330.57,192.21
122,319.17,191.36
123,318.9,189.23
124,293.01,183.34
125,299.22,181.75
126,344.62,187.45
128,308.33,180.95
129,286.15,181.34
130,327.13,179.16
131,284.88,178.36
132,231.78,162.64
133,205.3,149.37
134,243.91,172.25
135,248.63,171.47
138,287.61,185.89
139,242.29,139.42
139,285.85,185.01
140,280.13,182.35
141,281.71,181.8
143,240.37,181.74
143,296.71,183.63
144,306.57,183.43
145,299.45,182.13
148,297.04,176.19
152,288.57,178.81
155,220.38,145.06
156,218.37,150.02
157,216.35,139.62
162,368.94,184.17
163,387.1,187.23
173,308.06,177.42
174,292.08,186.29
175,283.88,178.97
176,281.76,175.52
177,280.21,175.61
178,288.53,174.04
179,289.58,174.96
181,291.01,169.06
182,280.89,167.65
184,255.05,158.51
185,271.34,155.92
189,76.11,102.79
190,64.41,86.54
191,48.67,86.48
192,20.09,69.49
193,311.12,178.6
193,5.96,61.34
194,306.53,179.5
195,274.64,179.23
196,310.27,186.61
197,235.85,181.88
198,218.13,182.77
199,211.07,171.47
200,297.58,182.73
201,295.56,182.2
202,306.16,180.79
202,133.35,166.21
203,10.33,135.1
203,312.1,178.96
204,314.2,178.1
207,241.48,172.66
208,240.09,171.18
209,237.94,171.55
210,235.7,172.13
211,233.6,172.68
212,231.84,171.55
213,208.92,169.59
215,207.75,171.82
216,212.15,171.12
217,222.29,171.05
218,232.0,170.08
219,235.72,169.11
220,237.58,168.01
221,239.1,166.6
222,238.45,165.37
223,236.34,164.63
224,234.16,163.99
225,245.75,164.38
225,333.49,174.19
226,255.78,162.52
227,266.38,162.79
228,276.59,163.19
229,282.8,163.09
237,360.22,169.88
241,1.06,57.87
243,1.0,63.21
244,1.0,67.67
249,327.53,191.74
250,324.0,192.88
251,323.46,193.95
254,332.55,187.24
255,337.36,184.45
256,339.23,180.97
257,344.09,178.72
258,345.47,176.16
259,347.6,176.92
263,333.09,191.35
264,332.31,191.1
265,331.0,181.73
266,391.22,184.83
267,392.74,185.8
268,366.79,184.33
270,369.76,184.83
274,329.81,184.32
275,319.67,183.31
277,357.75,199.03
278,357.06,201.03
281,253.21,148.66
287,407.39,188.11
287,485.14,189.98
288,406.09,188.94
289,406.56,188.72
289,475.89,188.58
290,474.15,188.68
291,471.35,189.54
293,434.0,190.72
295,465.52,198.38
296,464.72,198.05
297,465.93,197.78
298,441.18,189.5
299,441.69,189.34
299,316.72,175.86
299,393.33,182.11
301,436.51,192.46
302,490.54,191.49
302,427.02,190.28
303,489.72,191.0
303,428.31,189.84
304,429.75,188.42
305,422.63,189.31
306,491.23,192.35
306,422.83,189.86
307,491.43,190.52
307,423.97,189.78
308,493.07,190.17
308,421.11,188.99
309,381.17,196.62
310,422.0,195.44
310,383.09,195.48
311,422.58,193.91
312,514.85,194.51
313,517.76,197.21
315,537.85,192.74
316,537.96,191.91
316,433.8,192.06
316,379.02,189.14
317,534.48,193.15
317,377.75,192.19
318,535.78,192.66
318,377.85,193.25
319,535.63,191.54
319,430.01,193.8
319,371.42,191.8
320,431.52,193.57
320,370.06,191.13
321,432.26,193.35
321,365.47,191.1
322,362.72,191.23
323,361.76,191.26
324,361.43,191.89
325,363.3,192.07
340,389.86,177.0
341,393.67,178.34
342,398.51,177.02
343,401.01,176.25
344,401.79,176.12
345,400.78,176.48
346,394.44,176.57
347,394.31,175.98
348,387.58,177.33
349,385.91,175.25
350,385.14,173.62
352,378.96,173.21
353,381.84,172.75
354,384.37,171.97
355,383.94,170.8
356,404.13,168.67
357,405.14,167.8
358,400.11,172.42
359,400.9,172.16
360,397.92,174.11
361,397.82,174.07
362,392.35,172.53
363,388.41,171.52
364,386.0,170.53
365,384.9,169.49
366,387.63,169.7
367,395.44,168.83
368,396.13,169.61
369,417.8,169.66
370,422.73,169.31
371,429.21,167.75
372,399.03,164.8
373,398.32,162.88
374,394.18,162.36
375,391.17,161.87
376,387.12,162.53
377,379.99,161.77
378,371.35,162.55
379,368.69,163.72
380,353.87,165.88
381,389.14,164.06
382,345.6,159.51
383,376.01,156.99
384,373.4,155.55
385,370.36,156.99
386,365.54,159.07
387,361.96,159.88
388,360.07,159.86
389,359.47,159.74
390,359.77,159.32
391,360.09,159.07
392,359.35,158.74
393,358.34,158.48
394,353.94,157.67
395,350.43,158.13
396,346.37,159.26
397,341.56,158.73
398,337.05,158.48
399,333.84,157.66
400,328.95,157.83
401,325.12,156.55
402,320.65,158.07
403,315.8,157.6
404,316.09,160.15
405,310.78,160.07
406,307.13,159.28
407,302.61,157.41
408,305.31,161.29
408,379.16,155.04
409,309.22,161.69
409,386.12,156.14
410,314.04,161.4
411,303.41,159.02
411,386.52,153.5
412,294.9,156.05
412,381.35,151.6
413,380.46,150.93
415,334.77,146.29
415,222.68,148.82
416,330.31,142.61
417,330.05,143.77
417,209.51,144.25
418,329.83,143.93
418,209.9,142.98
419,333.68,143.39
419,212.82,138.12
434,317.27,162.12
446,129.3,155.07
447,130.4,163.66
448,128.49,168.04
450,330.61,179.43
456,345.28,170.24
457,338.47,167.91
458,334.85,169.89
459,346.28,169.6
460,348.88,131.79
461,350.3,178.12
462,348.17,138.97
464,415.51,125.66
465,337.16,147.6
466,309.96,148.11
467,315.43,149.8
468,320.1,146.42
469,310.94,141.62
471,198.84,127.19
472,384.91,144.15
473,389.31,148.16
473,305.37,161.96
474,384.68,145.38
474,303.66,159.44
475,379.7,145.08
475,300.92,159.55
