frame,track,u,v
0,0,315.49,180.82
0,1,None,None
0,2,348.55,184.13
1,0,None,None
1,1,319.47,184.43
1,2,352.1,184.99
2,0,None,None
2,1,None,None
2,2,324.32,182.8
